,Ticker_Symbol,Years,Period_Ending,Total_Revenue,Cost_of_Goods_Sold,"_Sales,_General_and_Admin._",Research_and_Development,Other_Operating_Items,GICS_Sector,GICS_Sub_Industry,operating income,Years,Gross_profit,operating expenditure
917,KMX,Year 3,2/28/2015,"14,268,716,000.00","12,381,189,000.00","890,431,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"997,096,000.00",2015,"1,887,527,000.00","890,431,000.00"
918,KMX,Year 4,2/29/2016,"15,149,675,000.00","13,130,915,000.00","959,899,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"1,058,861,000.00",2016,"2,018,760,000.00","959,899,000.00"
919,KO,Year 1,12/31/2012,"48,017,000,000.00","19,053,000,000.00","18,185,000,000.00",0.00,0.00,Consumer Staples,Soft Drinks,"10,779,000,000.00",2012,"28,964,000,000.00","18,185,000,000.00"
920,KO,Year 2,12/31/2013,"46,854,000,000.00","18,421,000,000.00","18,205,000,000.00",0.00,0.00,Consumer Staples,Soft Drinks,"10,228,000,000.00",2013,"28,433,000,000.00","18,205,000,000.00"
921,KO,Year 3,12/31/2014,"45,998,000,000.00","17,889,000,000.00","18,401,000,000.00",0.00,0.00,Consumer Staples,Soft Drinks,"9,708,000,000.00",2014,"28,109,000,000.00","18,401,000,000.00"
922,KO,Year 4,12/31/2015,"44,294,000,000.00","17,482,000,000.00","18,084,000,000.00",0.00,0.00,Consumer Staples,Soft Drinks,"8,728,000,000.00",2015,"26,812,000,000.00","18,084,000,000.00"
923,KORS,Year 1,3/30/2013,"2,181,732,000.00","875,166,000.00","621,536,000.00",0.00,"54,291,000.00",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","630,739,000.00",2013,"1,306,566,000.00","675,827,000.00"
924,KORS,Year 2,3/29/2014,"3,310,800,000.00","1,294,700,000.00","926,900,000.00",0.00,"79,700,000.00",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","1,009,500,000.00",2014,"2,016,100,000.00","1,006,600,000.00"
925,KORS,Year 3,3/28/2015,"4,371,500,000.00","1,723,800,000.00","1,251,500,000.00",0.00,"138,400,000.00",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","1,257,800,000.00",2015,"2,647,700,000.00","1,389,900,000.00"
926,KORS,Year 4,4/2/2016,"4,712,100,000.00","1,914,900,000.00","1,428,000,000.00",0.00,"183,200,000.00",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","1,186,000,000.00",2016,"2,797,200,000.00","1,611,200,000.00"
927,KR,Year 1,2/2/2013,"96,619,000,000.00","76,726,000,000.00","15,477,000,000.00",0.00,"1,652,000,000.00",Consumer Staples,Food Retail,"2,764,000,000.00",2013,"19,893,000,000.00","17,129,000,000.00"
928,KR,Year 2,2/1/2014,"98,375,000,000.00","78,138,000,000.00","15,809,000,000.00",0.00,"1,703,000,000.00",Consumer Staples,Food Retail,"2,725,000,000.00",2014,"20,237,000,000.00","17,512,000,000.00"
929,KR,Year 3,1/31/2015,"108,465,000,000.00","85,512,000,000.00","17,868,000,000.00",0.00,"1,948,000,000.00",Consumer Staples,Food Retail,"3,137,000,000.00",2015,"22,953,000,000.00","19,816,000,000.00"
930,KR,Year 4,1/30/2016,"109,830,000,000.00","85,496,000,000.00","18,669,000,000.00",0.00,"2,089,000,000.00",Consumer Staples,Food Retail,"3,576,000,000.00",2016,"24,334,000,000.00","20,758,000,000.00"
931,KSS,Year 1,2/2/2013,"19,279,000,000.00","12,289,000,000.00","4,267,000,000.00",0.00,"833,000,000.00",Consumer Discretionary,General Merchandise Stores,"1,890,000,000.00",2013,"6,990,000,000.00","5,100,000,000.00"
932,KSS,Year 2,2/1/2014,"19,031,000,000.00","12,087,000,000.00","4,313,000,000.00",0.00,"889,000,000.00",Consumer Discretionary,General Merchandise Stores,"1,742,000,000.00",2014,"6,944,000,000.00","5,202,000,000.00"
933,KSS,Year 3,1/31/2015,"19,023,000,000.00","12,098,000,000.00","4,350,000,000.00",0.00,"886,000,000.00",Consumer Discretionary,General Merchandise Stores,"1,689,000,000.00",2015,"6,925,000,000.00","5,236,000,000.00"
934,KSS,Year 4,1/30/2016,"19,204,000,000.00","12,265,000,000.00","4,452,000,000.00",0.00,"934,000,000.00",Consumer Discretionary,General Merchandise Stores,"1,553,000,000.00",2016,"6,939,000,000.00","5,386,000,000.00"
935,KSU,Year 1,12/31/2013,"2,369,300,000.00","805,300,000.00","602,100,000.00",0.00,"223,300,000.00",Industrials,Railroads,"738,600,000.00",2013,"1,564,000,000.00","825,400,000.00"
936,KSU,Year 2,12/31/2014,"2,577,100,000.00","877,900,000.00","632,000,000.00",0.00,"258,100,000.00",Industrials,Railroads,"809,100,000.00",2014,"1,699,200,000.00","890,100,000.00"
937,KSU,Year 3,12/31/2015,"2,418,800,000.00","759,200,000.00","571,200,000.00",0.00,"284,600,000.00",Industrials,Railroads,"803,800,000.00",2015,"1,659,600,000.00","855,800,000.00"
938,KSU,Year 4,12/31/2016,"2,334,200,000.00","691,100,000.00","519,600,000.00",0.00,"305,000,000.00",Industrials,Railroads,"818,500,000.00",2016,"1,643,100,000.00","824,600,000.00"
939,LB,Year 1,2/2/2013,"10,459,000,000.00","6,073,000,000.00","2,720,000,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"1,666,000,000.00",2013,"4,386,000,000.00","2,720,000,000.00"
940,LB,Year 2,2/1/2014,"10,773,000,000.00","6,344,000,000.00","2,686,000,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"1,743,000,000.00",2014,"4,429,000,000.00","2,686,000,000.00"
941,LB,Year 3,1/31/2015,"11,454,000,000.00","6,646,000,000.00","2,855,000,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"1,953,000,000.00",2015,"4,808,000,000.00","2,855,000,000.00"
942,LB,Year 4,1/30/2016,"12,154,000,000.00","6,950,000,000.00","3,012,000,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"2,192,000,000.00",2016,"5,204,000,000.00","3,012,000,000.00"
943,LEG,Year 1,12/31/2012,"3,414,500,000.00","2,718,900,000.00","346,100,000.00",0.00,"25,100,000.00",Industrials,Industrial Conglomerates,"324,400,000.00",2012,"695,600,000.00","371,200,000.00"
944,LEG,Year 2,12/31/2013,"3,477,200,000.00","2,767,300,000.00","346,900,000.00",0.00,"25,400,000.00",Industrials,Industrial Conglomerates,"337,600,000.00",2013,"709,900,000.00","372,300,000.00"
945,LEG,Year 3,12/31/2014,"3,782,300,000.00","2,991,900,000.00","439,200,000.00",0.00,"19,700,000.00",Industrials,Industrial Conglomerates,"331,500,000.00",2014,"790,400,000.00","458,900,000.00"
946,LEG,Year 4,12/31/2015,"3,917,200,000.00","2,994,000,000.00","411,800,000.00",0.00,"20,800,000.00",Industrials,Industrial Conglomerates,"490,600,000.00",2015,"923,200,000.00","432,600,000.00"
947,LEN,Year 1,11/30/2013,"5,935,095,000.00","4,920,664,000.00","328,595,000.00",0.00,0.00,Consumer Discretionary,Homebuilding,"685,836,000.00",2013,"1,014,431,000.00","328,595,000.00"
948,LEN,Year 2,11/30/2014,"7,779,812,000.00","6,336,272,000.00","521,502,000.00",0.00,0.00,Consumer Discretionary,Homebuilding,"922,038,000.00",2014,"1,443,540,000.00","521,502,000.00"
949,LEN,Year 3,11/30/2015,"9,474,008,000.00","7,757,571,000.00","630,421,000.00",0.00,0.00,Consumer Discretionary,Homebuilding,"1,086,016,000.00",2015,"1,716,437,000.00","630,421,000.00"
950,LEN,Year 4,11/30/2016,"10,949,999,000.00","8,923,519,000.00","764,117,000.00",0.00,0.00,Consumer Discretionary,Homebuilding,"1,262,363,000.00",2016,"2,026,480,000.00","764,117,000.00"
951,LH,Year 1,12/31/2012,"5,671,400,000.00","3,421,700,000.00","1,114,600,000.00",0.00,"86,300,000.00",Health Care,Health Care Facilities,"1,048,800,000.00",2012,"2,249,700,000.00","1,200,900,000.00"
952,LH,Year 2,12/31/2013,"5,808,300,000.00","3,585,100,000.00","1,128,800,000.00",0.00,"81,700,000.00",Health Care,Health Care Facilities,"1,012,700,000.00",2013,"2,223,200,000.00","1,210,500,000.00"
953,LH,Year 3,12/31/2014,"6,011,600,000.00","3,808,500,000.00","1,198,200,000.00",0.00,"76,700,000.00",Health Care,Health Care Facilities,"928,200,000.00",2014,"2,203,100,000.00","1,274,900,000.00"
954,LH,Year 4,12/31/2015,"8,680,100,000.00","5,776,800,000.00","1,622,000,000.00",0.00,"164,500,000.00",Health Care,Health Care Facilities,"1,116,800,000.00",2015,"2,903,300,000.00","1,786,500,000.00"
955,LKQ,Year 1,12/31/2012,"4,122,930,000.00","2,398,790,000.00","1,219,343,000.00",0.00,"64,093,000.00",Consumer Discretionary,Distributors,"440,704,000.00",2012,"1,724,140,000.00","1,283,436,000.00"
956,LKQ,Year 2,12/31/2013,"5,062,528,000.00","2,987,126,000.00","1,454,080,000.00",0.00,"80,969,000.00",Consumer Discretionary,Distributors,"540,353,000.00",2013,"2,075,402,000.00","1,535,049,000.00"
957,LKQ,Year 3,12/31/2014,"6,740,064,000.00","4,088,151,000.00","1,866,520,000.00",0.00,"120,719,000.00",Consumer Discretionary,Distributors,"664,674,000.00",2014,"2,651,913,000.00","1,987,239,000.00"
958,LKQ,Year 4,12/31/2015,"7,192,633,000.00","4,359,104,000.00","1,987,271,000.00",0.00,"122,120,000.00",Consumer Discretionary,Distributors,"724,138,000.00",2015,"2,833,529,000.00","2,109,391,000.00"
959,LLL,Year 1,12/31/2012,"13,107,000,000.00","11,799,000,000.00",0.00,0.00,0.00,Industrials,Industrial Conglomerates,"1,308,000,000.00",2012,"1,308,000,000.00",0.00
960,LLL,Year 2,12/31/2013,"11,420,000,000.00","10,303,000,000.00",0.00,0.00,0.00,Industrials,Industrial Conglomerates,"1,117,000,000.00",2013,"1,117,000,000.00",0.00
961,LLL,Year 3,12/31/2014,"10,986,000,000.00","9,974,000,000.00",0.00,0.00,0.00,Industrials,Industrial Conglomerates,"1,012,000,000.00",2014,"1,012,000,000.00",0.00
962,LLL,Year 4,12/31/2015,"10,466,000,000.00","9,576,000,000.00",0.00,0.00,0.00,Industrials,Industrial Conglomerates,"890,000,000.00",2015,"890,000,000.00",0.00
963,LLTC,Year 1,6/30/2013,"1,282,236,000.00","322,516,000.00","151,382,000.00","235,184,000.00",0.00,Information Technology,Semiconductors,"573,154,000.00",2013,"959,720,000.00","386,566,000.00"
964,LLTC,Year 2,6/29/2014,"1,388,386,000.00","338,580,000.00","159,642,000.00","250,434,000.00",0.00,Information Technology,Semiconductors,"639,730,000.00",2014,"1,049,806,000.00","410,076,000.00"
965,LLTC,Year 3,6/28/2015,"1,475,139,000.00","355,727,000.00","169,952,000.00","266,761,000.00",0.00,Information Technology,Semiconductors,"682,699,000.00",2015,"1,119,412,000.00","436,713,000.00"
966,LLTC,Year 4,7/3/2016,"1,423,936,000.00","343,801,000.00","170,120,000.00","276,462,000.00",0.00,Information Technology,Semiconductors,"633,553,000.00",2016,"1,080,135,000.00","446,582,000.00"
967,LLY,Year 1,12/31/2012,"22,603,400,000.00","4,796,500,000.00","6,839,500,000.00","5,278,100,000.00",0.00,Health Care,Pharmaceuticals,"5,689,300,000.00",2012,"17,806,900,000.00","12,117,600,000.00"
968,LLY,Year 2,12/31/2013,"23,113,100,000.00","4,908,100,000.00","6,606,700,000.00","5,531,300,000.00",0.00,Health Care,Pharmaceuticals,"6,067,000,000.00",2013,"18,205,000,000.00","12,138,000,000.00"
969,LLY,Year 3,12/31/2014,"19,615,600,000.00","4,932,500,000.00","6,280,300,000.00","4,733,600,000.00",0.00,Health Care,Pharmaceuticals,"3,669,200,000.00",2014,"14,683,100,000.00","11,013,900,000.00"
970,LLY,Year 4,12/31/2015,"19,958,700,000.00","5,037,200,000.00","6,432,400,000.00","4,796,400,000.00",0.00,Health Care,Pharmaceuticals,"3,692,700,000.00",2015,"14,921,500,000.00","11,228,800,000.00"
971,LMT,Year 1,12/31/2013,"45,358,000,000.00","41,171,000,000.00","(318,000,000.00)",0.00,0.00,Industrials,Aerospace & Defense,"4,505,000,000.00",2013,"4,187,000,000.00","(318,000,000.00)"
972,LMT,Year 2,12/31/2014,"39,946,000,000.00","35,263,000,000.00","(329,000,000.00)",0.00,0.00,Industrials,Aerospace & Defense,"5,012,000,000.00",2014,"4,683,000,000.00","(329,000,000.00)"
973,LMT,Year 3,12/31/2015,"40,536,000,000.00","36,044,000,000.00","(220,000,000.00)",0.00,0.00,Industrials,Aerospace & Defense,"4,712,000,000.00",2015,"4,492,000,000.00","(220,000,000.00)"
974,LMT,Year 4,12/31/2016,"47,248,000,000.00","42,186,000,000.00","(487,000,000.00)",0.00,0.00,Industrials,Aerospace & Defense,"5,549,000,000.00",2016,"5,062,000,000.00","(487,000,000.00)"
975,LNT,Year 1,12/31/2012,"3,094,500,000.00","2,144,200,000.00","98,200,000.00",0.00,"332,400,000.00",Utilities,Electric Utilities,"519,700,000.00",2012,"950,300,000.00","430,600,000.00"
976,LNT,Year 2,12/31/2013,"3,276,800,000.00","2,272,400,000.00","99,600,000.00",0.00,"370,900,000.00",Utilities,Electric Utilities,"533,900,000.00",2013,"1,004,400,000.00","470,500,000.00"
977,LNT,Year 3,12/31/2014,"3,350,300,000.00","2,317,500,000.00","101,100,000.00",0.00,"388,100,000.00",Utilities,Electric Utilities,"543,600,000.00",2014,"1,032,800,000.00","489,200,000.00"
978,LNT,Year 4,12/31/2015,"3,253,600,000.00","2,171,600,000.00","103,700,000.00",0.00,"401,300,000.00",Utilities,Electric Utilities,"577,000,000.00",2015,"1,082,000,000.00","505,000,000.00"
979,LOW,Year 1,2/1/2013,"50,521,000,000.00","33,194,000,000.00","12,244,000,000.00",0.00,"1,523,000,000.00",Consumer Discretionary,Home Improvement Retail,"3,560,000,000.00",2013,"17,327,000,000.00","13,767,000,000.00"
980,LOW,Year 2,1/31/2014,"53,417,000,000.00","34,941,000,000.00","12,865,000,000.00",0.00,"1,462,000,000.00",Consumer Discretionary,Home Improvement Retail,"4,149,000,000.00",2014,"18,476,000,000.00","14,327,000,000.00"
981,LOW,Year 3,1/30/2015,"56,223,000,000.00","36,665,000,000.00","13,281,000,000.00",0.00,"1,485,000,000.00",Consumer Discretionary,Home Improvement Retail,"4,792,000,000.00",2015,"19,558,000,000.00","14,766,000,000.00"
982,LOW,Year 4,1/29/2016,"59,074,000,000.00","38,504,000,000.00","14,115,000,000.00",0.00,"1,484,000,000.00",Consumer Discretionary,Home Improvement Retail,"4,971,000,000.00",2016,"20,570,000,000.00","15,599,000,000.00"
983,LRCX,Year 1,6/30/2013,"3,598,916,000.00","2,195,857,000.00","601,300,000.00","683,688,000.00",0.00,Information Technology,Semiconductor Equipment,"118,071,000.00",2013,"1,403,059,000.00","1,284,988,000.00"
984,LRCX,Year 2,6/29/2014,"4,607,309,000.00","2,599,828,000.00","613,341,000.00","716,471,000.00",0.00,Information Technology,Semiconductor Equipment,"677,669,000.00",2014,"2,007,481,000.00","1,329,812,000.00"
985,LRCX,Year 3,6/28/2015,"5,259,312,000.00","2,974,976,000.00","591,611,000.00","825,242,000.00",0.00,Information Technology,Semiconductor Equipment,"867,483,000.00",2015,"2,284,336,000.00","1,416,853,000.00"
986,LRCX,Year 4,6/26/2016,"5,885,893,000.00","3,266,971,000.00","630,954,000.00","913,712,000.00",0.00,Information Technology,Semiconductor Equipment,"1,074,256,000.00",2016,"2,618,922,000.00","1,544,666,000.00"
987,LUK,Year 1,12/31/2012,"7,810,610,000.00","7,479,746,000.00","360,586,000.00",0.00,"116,388,000.00",Financials,Multi-Sector Holdings,"(146,110,000.00)",2012,"330,864,000.00","476,974,000.00"
988,LUK,Year 2,12/31/2013,"9,531,778,000.00","7,567,707,000.00","2,177,616,000.00",0.00,"167,425,000.00",Financials,Multi-Sector Holdings,"(380,970,000.00)",2013,"1,964,071,000.00","2,345,041,000.00"
989,LUK,Year 3,12/31/2014,"10,681,897,000.00","8,024,286,000.00","2,856,642,000.00",0.00,"185,993,000.00",Financials,Multi-Sector Holdings,"(385,024,000.00)",2014,"2,657,611,000.00","3,042,635,000.00"
990,LUK,Year 4,12/31/2015,"10,116,502,000.00","7,677,233,000.00","2,620,072,000.00",0.00,"224,133,000.00",Financials,Multi-Sector Holdings,"(404,936,000.00)",2015,"2,439,269,000.00","2,844,205,000.00"
991,LUV,Year 1,12/31/2013,"17,699,000,000.00","8,307,000,000.00","7,161,000,000.00",0.00,"867,000,000.00",Industrials,Airlines,"1,364,000,000.00",2013,"9,392,000,000.00","8,028,000,000.00"
992,LUV,Year 2,12/31/2014,"18,605,000,000.00","7,677,000,000.00","7,639,000,000.00",0.00,"938,000,000.00",Industrials,Airlines,"2,351,000,000.00",2014,"10,928,000,000.00","8,577,000,000.00"
993,LUV,Year 3,12/31/2015,"19,820,000,000.00","6,025,000,000.00","8,625,000,000.00",0.00,"1,015,000,000.00",Industrials,Airlines,"4,155,000,000.00",2015,"13,795,000,000.00","9,640,000,000.00"
994,LUV,Year 4,12/31/2016,"20,425,000,000.00","6,132,000,000.00","9,312,000,000.00",0.00,"1,221,000,000.00",Industrials,Airlines,"3,760,000,000.00",2016,"14,293,000,000.00","10,533,000,000.00"
995,LVLT,Year 1,12/31/2012,"6,376,000,000.00","3,851,000,000.00","1,201,000,000.00",0.00,"749,000,000.00",Telecommunications Services,Alternative Carriers,"575,000,000.00",2012,"2,525,000,000.00","1,950,000,000.00"
996,LVLT,Year 2,12/31/2013,"6,313,000,000.00","3,685,000,000.00","1,162,000,000.00",0.00,"800,000,000.00",Telecommunications Services,Alternative Carriers,"666,000,000.00",2013,"2,628,000,000.00","1,962,000,000.00"
997,LVLT,Year 3,12/31/2014,"6,777,000,000.00","3,775,000,000.00","1,181,000,000.00",0.00,"808,000,000.00",Telecommunications Services,Alternative Carriers,"1,013,000,000.00",2014,"3,002,000,000.00","1,989,000,000.00"
998,LVLT,Year 4,12/31/2015,"8,229,000,000.00","4,265,000,000.00","1,467,000,000.00",0.00,"1,166,000,000.00",Telecommunications Services,Alternative Carriers,"1,331,000,000.00",2015,"3,964,000,000.00","2,633,000,000.00"
999,LYB,Year 1,12/31/2012,"45,352,000,000.00","39,595,000,000.00","909,000,000.00","172,000,000.00",0.00,Materials,Diversified Chemicals,"4,676,000,000.00",2012,"5,757,000,000.00","1,081,000,000.00"
1000,LYB,Year 2,12/31/2013,"44,062,000,000.00","37,940,000,000.00","870,000,000.00","150,000,000.00",0.00,Materials,Diversified Chemicals,"5,102,000,000.00",2013,"6,122,000,000.00","1,020,000,000.00"
1001,LYB,Year 3,12/31/2014,"45,608,000,000.00","38,939,000,000.00","806,000,000.00","127,000,000.00",0.00,Materials,Diversified Chemicals,"5,736,000,000.00",2014,"6,669,000,000.00","933,000,000.00"
1002,LYB,Year 4,12/31/2015,"32,735,000,000.00","25,683,000,000.00","828,000,000.00","102,000,000.00",0.00,Materials,Diversified Chemicals,"6,122,000,000.00",2015,"7,052,000,000.00","930,000,000.00"
1003,M,Year 1,2/2/2013,"27,686,000,000.00","16,538,000,000.00","8,482,000,000.00",0.00,0.00,Consumer Discretionary,Department Stores,"2,666,000,000.00",2013,"11,148,000,000.00","8,482,000,000.00"
1004,M,Year 2,2/1/2014,"27,931,000,000.00","16,725,000,000.00","8,440,000,000.00",0.00,0.00,Consumer Discretionary,Department Stores,"2,766,000,000.00",2014,"11,206,000,000.00","8,440,000,000.00"
1005,M,Year 3,1/31/2015,"28,105,000,000.00","16,863,000,000.00","8,355,000,000.00",0.00,0.00,Consumer Discretionary,Department Stores,"2,887,000,000.00",2015,"11,242,000,000.00","8,355,000,000.00"
1006,M,Year 4,1/30/2016,"27,079,000,000.00","16,496,000,000.00","8,256,000,000.00",0.00,0.00,Consumer Discretionary,Department Stores,"2,327,000,000.00",2016,"10,583,000,000.00","8,256,000,000.00"
1007,MA,Year 1,12/31/2013,"8,312,000,000.00",$-,"3,456,000,000.00",0.00,"258,000,000.00",Information Technology,Internet Software & Services,#VALUE!,2013,#VALUE!,"3,714,000,000.00"
1008,MA,Year 2,12/31/2014,"9,441,000,000.00",$-,"4,014,000,000.00",0.00,"321,000,000.00",Information Technology,Internet Software & Services,#VALUE!,2014,#VALUE!,"4,335,000,000.00"
1009,MA,Year 3,12/31/2015,"9,667,000,000.00",$-,"4,162,000,000.00",0.00,"366,000,000.00",Information Technology,Internet Software & Services,#VALUE!,2015,#VALUE!,"4,528,000,000.00"
1010,MA,Year 4,12/31/2016,"10,776,000,000.00",$-,"4,525,000,000.00",0.00,"373,000,000.00",Information Technology,Internet Software & Services,#VALUE!,2016,#VALUE!,"4,898,000,000.00"
1011,MAA,Year 1,12/31/2012,"475,888,000.00","117,275,000.00","47,115,000.00",0.00,"121,211,000.00",Real Estate,Residential REITs,"190,287,000.00",2012,"358,613,000.00","168,326,000.00"
1012,MAA,Year 2,12/31/2013,"635,490,000.00","172,050,000.00","43,720,000.00",0.00,"186,979,000.00",Real Estate,Residential REITs,"232,741,000.00",2013,"463,440,000.00","230,699,000.00"
1013,MAA,Year 3,12/31/2014,"992,332,000.00","275,379,000.00","57,664,000.00",0.00,"301,812,000.00",Real Estate,Residential REITs,"357,477,000.00",2014,"716,953,000.00","359,476,000.00"
1014,MAA,Year 4,12/31/2015,"1,042,779,000.00","280,901,000.00","53,992,000.00",0.00,"294,520,000.00",Real Estate,Residential REITs,"413,366,000.00",2015,"761,878,000.00","348,512,000.00"
1015,MAC,Year 1,12/31/2012,"797,517,000.00","337,533,000.00","20,412,000.00",0.00,"277,621,000.00",Real Estate,Retail REITs,"161,951,000.00",2012,"459,984,000.00","298,033,000.00"
1016,MAC,Year 2,12/31/2013,"1,029,475,000.00","423,256,000.00","27,772,000.00",0.00,"357,165,000.00",Real Estate,Retail REITs,"221,282,000.00",2013,"606,219,000.00","384,937,000.00"
1017,MAC,Year 3,12/31/2014,"1,105,247,000.00","441,929,000.00","29,412,000.00",0.00,"378,716,000.00",Real Estate,Retail REITs,"255,190,000.00",2014,"663,318,000.00","408,128,000.00"
1018,MAC,Year 4,12/31/2015,"1,288,149,000.00","497,359,000.00","29,870,000.00",0.00,"464,472,000.00",Real Estate,Retail REITs,"296,448,000.00",2015,"790,790,000.00","494,342,000.00"
1019,MAR,Year 1,12/31/2012,"11,814,000,000.00","10,190,000,000.00","582,000,000.00",0.00,"102,000,000.00",Consumer Discretionary,"Hotels, Resorts & Cruise Lines","940,000,000.00",2012,"1,624,000,000.00","684,000,000.00"
1020,MAR,Year 2,12/31/2013,"12,784,000,000.00","11,020,000,000.00","649,000,000.00",0.00,"127,000,000.00",Consumer Discretionary,"Hotels, Resorts & Cruise Lines","988,000,000.00",2013,"1,764,000,000.00","776,000,000.00"
1021,MAR,Year 3,12/31/2014,"13,796,000,000.00","11,830,000,000.00","659,000,000.00",0.00,"148,000,000.00",Consumer Discretionary,"Hotels, Resorts & Cruise Lines","1,159,000,000.00",2014,"1,966,000,000.00","807,000,000.00"
1022,MAR,Year 4,12/31/2015,"14,486,000,000.00","12,363,000,000.00","634,000,000.00",0.00,"139,000,000.00",Consumer Discretionary,"Hotels, Resorts & Cruise Lines","1,350,000,000.00",2015,"2,123,000,000.00","773,000,000.00"
1023,MAS,Year 1,12/31/2013,"6,761,000,000.00","4,802,000,000.00","1,347,000,000.00",0.00,0.00,Industrials,Building Products,"612,000,000.00",2013,"1,959,000,000.00","1,347,000,000.00"
1024,MAS,Year 2,12/31/2014,"7,006,000,000.00","4,946,000,000.00","1,338,000,000.00",0.00,0.00,Industrials,Building Products,"722,000,000.00",2014,"2,060,000,000.00","1,338,000,000.00"
1025,MAS,Year 3,12/31/2015,"7,142,000,000.00","4,889,000,000.00","1,339,000,000.00",0.00,0.00,Industrials,Building Products,"914,000,000.00",2015,"2,253,000,000.00","1,339,000,000.00"
1026,MAS,Year 4,12/31/2016,"7,357,000,000.00","4,901,000,000.00","1,403,000,000.00",0.00,0.00,Industrials,Building Products,"1,053,000,000.00",2016,"2,456,000,000.00","1,403,000,000.00"
1027,MAT,Year 1,12/31/2012,"6,420,881,000.00","3,011,684,000.00","2,388,182,000.00",0.00,0.00,Consumer Discretionary,Leisure Products,"1,021,015,000.00",2012,"3,409,197,000.00","2,388,182,000.00"
1028,MAT,Year 2,12/31/2013,"6,484,892,000.00","3,006,009,000.00","2,310,780,000.00",0.00,0.00,Consumer Discretionary,Leisure Products,"1,168,103,000.00",2013,"3,478,883,000.00","2,310,780,000.00"
1029,MAT,Year 3,12/31/2014,"6,023,819,000.00","3,022,797,000.00","2,347,308,000.00",0.00,0.00,Consumer Discretionary,Leisure Products,"653,714,000.00",2014,"3,001,022,000.00","2,347,308,000.00"
1030,MAT,Year 4,12/31/2015,"5,702,613,000.00","2,896,255,000.00","2,265,436,000.00",0.00,0.00,Consumer Discretionary,Leisure Products,"540,922,000.00",2015,"2,806,358,000.00","2,265,436,000.00"
1031,MCD,Year 1,12/31/2012,"27,567,000,000.00","16,750,700,000.00","2,211,700,000.00",0.00,0.00,Consumer Discretionary,Restaurants,"8,604,600,000.00",2012,"10,816,300,000.00","2,211,700,000.00"
1032,MCD,Year 2,12/31/2013,"28,105,700,000.00","17,203,000,000.00","2,138,400,000.00",0.00,0.00,Consumer Discretionary,Restaurants,"8,764,300,000.00",2013,"10,902,700,000.00","2,138,400,000.00"
1033,MCD,Year 3,12/31/2014,"27,441,300,000.00","16,985,600,000.00","2,506,500,000.00",0.00,0.00,Consumer Discretionary,Restaurants,"7,949,200,000.00",2014,"10,455,700,000.00","2,506,500,000.00"
1034,MCD,Year 4,12/31/2015,"25,413,000,000.00","15,623,800,000.00","2,643,700,000.00",0.00,0.00,Consumer Discretionary,Restaurants,"7,145,500,000.00",2015,"9,789,200,000.00","2,643,700,000.00"
1035,MCHP,Year 1,3/31/2013,"1,581,623,000.00","743,164,000.00","261,471,000.00","254,723,000.00","111,537,000.00",Information Technology,Semiconductors,"210,728,000.00",2013,"838,459,000.00","627,731,000.00"
1036,MCHP,Year 2,3/31/2014,"1,931,217,000.00","802,474,000.00","267,278,000.00","305,043,000.00","94,534,000.00",Information Technology,Semiconductors,"461,888,000.00",2014,"1,128,743,000.00","666,855,000.00"
1037,MCHP,Year 3,3/31/2015,"2,147,036,000.00","917,472,000.00","274,815,000.00","349,543,000.00","176,746,000.00",Information Technology,Semiconductors,"428,460,000.00",2015,"1,229,564,000.00","801,104,000.00"
1038,MCHP,Year 4,3/31/2016,"2,173,334,000.00","967,870,000.00","301,670,000.00","372,596,000.00","174,896,000.00",Information Technology,Semiconductors,"356,302,000.00",2016,"1,205,464,000.00","849,162,000.00"
1039,MCK,Year 1,3/31/2013,"122,196,000,000.00","115,315,000,000.00","4,110,000,000.00","433,000,000.00",0.00,Health Care,Health Care Distributors,"2,338,000,000.00",2013,"6,881,000,000.00","4,543,000,000.00"
1040,MCK,Year 2,3/31/2014,"137,392,000,000.00","129,040,000,000.00","5,388,000,000.00","457,000,000.00",0.00,Health Care,Health Care Distributors,"2,507,000,000.00",2014,"8,352,000,000.00","5,845,000,000.00"
1041,MCK,Year 3,3/31/2015,"179,045,000,000.00","167,634,000,000.00","7,901,000,000.00","392,000,000.00",0.00,Health Care,Health Care Distributors,"3,118,000,000.00",2015,"11,411,000,000.00","8,293,000,000.00"
1042,MCK,Year 4,3/31/2016,"190,884,000,000.00","179,468,000,000.00","7,276,000,000.00","392,000,000.00",0.00,Health Care,Health Care Distributors,"3,748,000,000.00",2016,"11,416,000,000.00","7,668,000,000.00"
1043,MCO,Year 1,12/31/2012,"2,730,300,000.00","795,000,000.00","752,200,000.00",0.00,"93,500,000.00",Financials,Diversified Financial Services,"1,089,600,000.00",2012,"1,935,300,000.00","845,700,000.00"
